"country","customer_id","invoice_number","invoice_generated_date","invoice_due_date","invoice_amount","invoice_settled_date","days_to_settle","days_late","invoice_status","invoice_dispute_resolution"
China,"7841-HROAQ",8942200261,2020-07-21,2020-08-20,6433,2020-08-07,17,0,Accepted,In favor of Yellevate
United States,"7260-ZHAKS",8945106531,2020-07-14,2020-08-13,6749,2020-07-29,15,0,Accepted,In favor of Yellevate
Spain,"3271-YDPUJ",8945288109,2020-07-07,2020-08-06,3181,2020-07-19,12,0,Accepted,In favor of Yellevate
China,"7209-MDWKR",8951862221,2020-10-26,2020-11-25,7492,2020-11-25,30,0,Accepted,In favor of Yellevate
France,"7600-OISKG",5352209758,2021-08-25,2021-09-24,6057,2021-09-14,20,0,Disputed,In favor of Customer
France,"1447-YZKCL",8965430329,2020-06-16,2020-07-16,6160,2020-07-22,36,6,Accepted,In favor of Yellevate
Russia,"5924-UOPGH",8969881000,2020-09-19,2020-10-19,9164,2020-10-10,21,0,Accepted,In favor of Yellevate
China,"9174-IYKOC",8973326459,2020-07-31,2020-08-30,5308,2020-09-10,41,11,Accepted,In favor of Yellevate
United States,"0706-NRGUP",8978691415,2021-10-03,2021-11-02,4436,2021-10-28,25,0,Accepted,In favor of Yellevate
United States,"6077-FDQRK",8983088903,2020-04-17,2020-05-17,4617,2020-05-14,27,0,Accepted,In favor of Yellevate
United States,"7260-ZHAKS",8984387474,2020-06-27,2020-07-27,5640,2020-07-21,24,0,Accepted,In favor of Yellevate
United States,"9323-NDIOV",8996690503,2020-09-18,2020-10-18,6132,2020-10-25,37,7,Disputed,In favor of Yellevate
France,"4632-QZOKX",8455537995,2021-09-02,2021-10-02,4724,2021-09-28,26,0,Disputed,In favor of Yellevate
United States,"0465-DTULQ",9010084863,2021-11-13,2021-12-13,5822,2021-12-12,29,0,Accepted,In favor of Yellevate
China,"9212-BTDMX",9010843366,2020-01-16,2020-02-15,4925,2020-02-08,23,0,Accepted,In favor of Yellevate
United States,"0465-DTULQ",9012691752,2021-07-20,2021-08-19,3855,2021-08-15,26,0,Accepted,In favor of Yellevate
China,"2125-HJDLA",9012800022,2021-07-22,2021-08-21,3342,2021-08-29,38,8,Disputed,In favor of Yellevate
Spain,"9250-VHLWY",9013501866,2020-07-23,2020-08-22,5882,2020-08-13,21,0,Accepted,In favor of Yellevate
China,"5529-TBPGK",9016415003,2021-10-10,2021-11-09,4192,2021-11-03,24,0,Accepted,In favor of Yellevate
China,"3598-DNURW",9018028314,2021-06-05,2021-07-05,5733,2021-06-20,15,0,Accepted,In favor of Yellevate
France,"6048-QPZCF",6109735891,2021-09-03,2021-10-03,9027,2021-09-21,18,0,Disputed,In favor of Yellevate
France,"5284-DJOZO",9027165795,2021-07-30,2021-08-29,6815,2021-08-06,7,0,Accepted,In favor of Yellevate
France,"5164-VMYWJ",9028881795,2021-01-03,2021-02-02,6766,2021-02-01,29,0,Accepted,In favor of Yellevate
China,"8820-BLYDZ",9037173247,2021-09-30,2021-10-30,6682,2021-10-01,1,0,Accepted,In favor of Yellevate
Russia,"8887-NCUZC",9037530272,2021-05-13,2021-06-12,3184,2021-06-05,23,0,Accepted,In favor of Yellevate
China,"9841-XLGBV",9039192109,2020-06-11,2020-07-11,2718,2020-07-11,30,0,Accepted,In favor of Yellevate
France,"6048-QPZCF",9042158941,2020-08-30,2020-09-29,7559,2020-09-06,7,0,Accepted,In favor of Yellevate
China,"5529-TBPGK",9046073849,2020-04-07,2020-05-07,8431,2020-05-16,39,9,Accepted,In favor of Yellevate
China,"6632-CGYHU",9052269765,2020-10-18,2020-11-17,9861,2020-11-07,20,0,Accepted,In favor of Yellevate
United States,"2447-JCFGW",9054937897,2020-04-13,2020-05-13,6149,2020-05-09,26,0,Accepted,In favor of Yellevate
China,"8156-PCYBM",9057872088,2021-02-06,2021-03-08,8093,2021-03-04,26,0,Accepted,In favor of Yellevate
United States,"0625-TNJFG",9061983609,2021-06-02,2021-07-02,6786,2021-06-28,26,0,Accepted,In favor of Yellevate
Spain,"1408-OQZUE",9065240153,2020-04-20,2020-05-20,5494,2020-05-17,27,0,Accepted,In favor of Yellevate
Spain,"7654-DOLHO",9069342751,2020-08-28,2020-09-27,6955,2020-09-23,26,0,Accepted,In favor of Yellevate
France,"4640-FGEJI",806089606,2021-09-12,2021-10-12,7618,2021-10-05,23,0,Disputed,In favor of Customer
China,"6632-CGYHU",9073174131,2021-02-09,2021-03-11,9297,2021-02-19,10,0,Accepted,In favor of Yellevate
United States,"6077-FDQRK",9077886672,2020-09-06,2020-10-06,3023,2020-09-22,16,0,Accepted,In favor of Yellevate
Spain,"3676-CQAIF",9080028887,2020-03-02,2020-04-01,4597,2020-04-09,38,8,Accepted,In favor of Yellevate
Spain,"6177-VTITE",9081761696,2021-07-19,2021-08-18,6501,2021-08-03,15,0,Accepted,In favor of Yellevate
France,"6833-ETVHD",9083415808,2021-09-25,2021-10-25,5638,2021-10-20,25,0,Accepted,In favor of Yellevate
France,"9117-LYRCE",9086013190,2021-01-15,2021-02-14,6011,2021-02-27,43,13,Accepted,In favor of Yellevate
China,"2423-QOKIO",9089611762,2021-06-12,2021-07-12,9172,2021-07-02,20,0,Accepted,In favor of Yellevate
China,"0379-NEVHP",9091156209,2020-12-03,2021-01-02,5247,2020-12-19,16,0,Accepted,In favor of Yellevate
Spain,"9883-SDWFS",9092385558,2020-10-09,2020-11-08,1877,2020-11-09,31,1,Accepted,In favor of Yellevate
China,"6708-DPYTF",9094577240,2020-07-11,2020-08-10,7360,2020-08-24,44,14,Accepted,In favor of Yellevate
France,"8976-AMJEO",9095475537,2021-06-15,2021-07-15,9356,2021-07-08,23,0,Accepted,In favor of Yellevate
China,"6160-HCSFI",9097859581,2021-01-24,2021-02-23,4464,2021-02-11,18,0,Accepted,In favor of Yellevate
United States,"9149-MATVB",9099988532,2020-11-28,2020-12-28,2432,2020-12-25,27,0,Accepted,In favor of Yellevate
China,"7329-TWKLF",9108099905,2020-05-02,2020-06-01,7330,2020-05-19,17,0,Accepted,In favor of Yellevate
United States,"7856-ODQFO",9111152226,2020-09-25,2020-10-25,4424,2020-10-19,24,0,Accepted,In favor of Yellevate
France,"3448-OWJOT",2739453651,2021-09-14,2021-10-14,6014,2021-10-16,32,2,Disputed,In favor of Customer
China,"8156-PCYBM",9121577010,2021-09-28,2021-10-28,7625,2021-10-24,26,0,Accepted,In favor of Yellevate
Russia,"6627-ELFBK",9124590748,2021-05-31,2021-06-30,6651,2021-06-16,16,0,Accepted,In favor of Yellevate
China,"9841-XLGBV",9146955602,2020-05-17,2020-06-16,3884,2020-06-14,28,0,Accepted,In favor of Yellevate
France,"0783-PEPYR",3922850581,2021-09-17,2021-10-17,7287,2021-11-13,57,27,Disputed,In favor of Customer
France,"4640-FGEJI",9163369386,2020-06-04,2020-07-04,4375,2020-06-25,21,0,Accepted,In favor of Yellevate
China,"2125-HJDLA",9166038468,2021-08-03,2021-09-02,6973,2021-09-03,31,1,Accepted,In favor of Yellevate
United States,"2687-XWAMA",9169343910,2021-02-15,2021-03-17,5229,2021-03-04,17,0,Accepted,In favor of Yellevate
China,"6708-DPYTF",9171870990,2021-03-19,2021-04-18,8799,2021-04-28,40,10,Accepted,In favor of Yellevate
United States,"7050-KQLDO",9176928131,2021-05-22,2021-06-21,7786,2021-06-07,16,0,Accepted,In favor of Yellevate
Spain,"1408-OQZUE",9180666472,2020-02-13,2020-03-14,6828,2020-03-19,35,5,Accepted,In favor of Yellevate
China,"6632-CGYHU",9183796742,2020-03-13,2020-04-12,8185,2020-03-26,13,0,Accepted,In favor of Yellevate
France,"9117-LYRCE",9184635048,2021-10-13,2021-11-12,6825,2021-11-16,34,4,Disputed,In favor of Customer
Spain,"9883-SDWFS",9186926292,2021-02-26,2021-03-28,2637,2021-03-31,33,3,Accepted,In favor of Yellevate
Russia,"5875-VZQCZ",9188803308,2021-07-22,2021-08-21,6757,2021-08-07,16,0,Accepted,In favor of Yellevate
Spain,"8690-EEBEO",9188939939,2021-10-30,2021-11-29,5716,2021-12-05,36,6,Accepted,In favor of Yellevate
China,"5920-DPXLN",9189385048,2021-10-17,2021-11-16,6537,2021-11-01,15,0,Accepted,In favor of Yellevate
France,"4640-FGEJI",9191319419,2020-12-25,2021-01-24,5859,2021-01-23,29,0,Accepted,In favor of Yellevate
Spain,"1408-OQZUE",9192101573,2021-07-06,2021-08-05,1309,2021-08-02,27,0,Accepted,In favor of Yellevate
Russia,"7946-HJDUR",9193816294,2021-08-22,2021-09-21,5885,2021-09-19,28,0,Accepted,In favor of Yellevate
France,"4632-QZOKX",9540987941,2021-09-19,2021-10-19,3390,2021-11-08,50,20,Disputed,In favor of Customer
Russia,"8364-UWVLM",9200291512,2020-05-11,2020-06-10,5492,2020-07-04,54,24,Disputed,In favor of Yellevate
Russia,"8887-NCUZC",9200902255,2021-07-12,2021-08-11,2625,2021-08-16,35,5,Disputed,In favor of Yellevate
United States,"2687-XWAMA",9201510343,2020-04-20,2020-05-20,5206,2020-05-04,14,0,Accepted,In favor of Yellevate
United States,"3993-QUNVJ",9202536124,2021-06-21,2021-07-21,8106,2021-06-30,9,0,Accepted,In favor of Yellevate
Spain,"6296-UKEUZ",9215762028,2021-02-27,2021-03-29,3510,2021-03-04,5,0,Accepted,In favor of Yellevate
Spain,"6177-VTITE",9215826735,2020-11-11,2020-12-11,5430,2020-12-01,20,0,Accepted,In favor of Yellevate
France,"8389-TCXFQ",1907393570,2021-09-22,2021-10-22,6776,2021-10-22,30,0,Disputed,In favor of Customer
Russia,"5875-VZQCZ",9227624437,2020-08-14,2020-09-13,8927,2020-09-10,27,0,Accepted,In favor of Yellevate
Russia,"6004-KITZM",9232223339,2020-12-14,2021-01-13,5856,2021-01-07,24,0,Accepted,In favor of Yellevate
China,"8156-PCYBM",9236280634,2020-01-17,2020-02-16,6715,2020-02-29,43,13,Accepted,In favor of Yellevate
China,"5529-TBPGK",9236420705,2020-09-11,2020-10-11,2809,2020-10-18,37,7,Accepted,In favor of Yellevate
France,"5573-KSOIA",9238366168,2021-11-14,2021-12-14,10458,2021-12-11,27,0,Accepted,In favor of Yellevate
United States,"7856-ODQFO",9239905667,2021-02-17,2021-03-19,4341,2021-03-22,33,3,Disputed,In favor of Yellevate
Russia,"8364-UWVLM",9242384432,2020-10-10,2020-11-09,10585,2020-10-31,21,0,Accepted,In favor of Yellevate
France,"3448-OWJOT",9544630517,2021-09-22,2021-10-22,8638,2021-11-11,50,20,Disputed,In favor of Yellevate
France,"9771-QTLGZ",2163218884,2021-09-23,2021-10-23,5654,2021-10-11,18,0,Disputed,In favor of Customer
Russia,"6004-KITZM",9250019415,2020-06-05,2020-07-05,7490,2020-06-18,13,0,Accepted,In favor of Yellevate
France,"5164-VMYWJ",9250499188,2021-07-29,2021-08-28,7537,2021-08-23,25,0,Accepted,In favor of Yellevate
Spain,"9460-VAZGD",9254517013,2020-03-03,2020-04-02,2939,2020-03-21,18,0,Accepted,In favor of Yellevate
United States,"2687-XWAMA",9257925380,2021-10-11,2021-11-10,6206,2021-10-18,7,0,Accepted,In favor of Yellevate
China,"0709-LZRJV",9258277700,2021-07-02,2021-08-01,4471,2021-07-24,22,0,Accepted,In favor of Yellevate
France,"6833-ETVHD",9262446048,2020-09-02,2020-10-02,6668,2020-09-12,10,0,Accepted,In favor of Yellevate
United States,"6077-FDQRK",9264242334,2021-06-14,2021-07-14,4818,2021-06-30,16,0,Accepted,In favor of Yellevate
France,"7245-CKNCN",9265800851,2021-05-02,2021-06-01,7436,2021-05-13,11,0,Accepted,In favor of Yellevate
Russia,"7695-NKUXM",9268191212,2020-10-07,2020-11-06,4752,2020-10-21,14,0,Accepted,In favor of Yellevate
France,"6048-QPZCF",3166292468,2021-09-25,2021-10-25,8858,2021-10-19,24,0,Disputed,In favor of Yellevate
China,"1080-NDGAE",9288370923,2020-07-04,2020-08-03,7747,2020-08-05,32,2,Disputed,In favor of Yellevate
France,"7245-CKNCN",9294398501,2020-06-06,2020-07-06,4972,2020-06-19,13,0,Accepted,In favor of Yellevate
China,"2676-DZINU",9298034378,2021-05-13,2021-06-12,6869,2021-05-22,9,0,Accepted,In favor of Yellevate
China,"9014-WENVB",9312710244,2020-09-25,2020-10-25,5956,2020-10-17,22,0,Accepted,In favor of Yellevate
Russia,"2824-HJQPP",9313451295,2020-03-04,2020-04-03,4811,2020-03-25,21,0,Accepted,In favor of Yellevate
Russia,"3568-JJMFW",9314335308,2020-09-17,2020-10-17,6758,2020-10-04,17,0,Disputed,In favor of Yellevate
Spain,"8942-ERSWK",9314800674,2021-08-11,2021-09-10,3713,2021-09-11,31,1,Disputed,In favor of Yellevate
Spain,"6296-UKEUZ",9315531233,2020-07-22,2020-08-21,2977,2020-07-25,3,0,Accepted,In favor of Yellevate
Spain,"9250-VHLWY",9324391627,2020-10-22,2020-11-21,4741,2020-11-27,36,6,Disputed,In favor of Yellevate
China,"7841-HROAQ",9327462141,2021-10-16,2021-11-15,9061,2021-11-06,21,0,Accepted,In favor of Yellevate
Russia,"2824-HJQPP",9327668635,2020-04-05,2020-05-05,4499,2020-04-29,24,0,Accepted,In favor of Yellevate
Russia,"7695-NKUXM",9338042562,2020-05-07,2020-06-06,4576,2020-05-26,19,0,Disputed,In favor of Yellevate
United States,"7228-LEPPM",9339508583,2020-09-01,2020-10-01,6990,2020-10-06,35,5,Accepted,In favor of Yellevate
Russia,"2824-HJQPP",9340071189,2020-03-06,2020-04-05,5814,2020-03-23,17,0,Accepted,In favor of Yellevate
Spain,"3676-CQAIF",9343302864,2020-11-15,2020-12-15,5033,2020-12-23,38,8,Accepted,In favor of Yellevate
China,"5920-DPXLN",9344726527,2021-05-28,2021-06-27,6839,2021-06-10,13,0,Accepted,In favor of Yellevate
China,"3569-VJWXS",9346541006,2020-02-25,2020-03-26,5509,2020-03-22,26,0,Accepted,In favor of Yellevate
Spain,"0688-XNJRO",9359250752,2021-09-06,2021-10-06,2507,2021-10-04,28,0,Accepted,In favor of Yellevate
Spain,"6391-GBFQJ",9366628825,2021-12-02,2022-01-01,1805,2021-12-13,11,0,Accepted,In favor of Yellevate
China,"6160-HCSFI",9367388295,2021-04-24,2021-05-24,4395,2021-05-20,26,0,Accepted,In favor of Yellevate
United States,"2026-XLBER",9368067229,2021-10-27,2021-11-26,4517,2021-11-07,11,0,Accepted,In favor of Yellevate
Russia,"7946-HJDUR",9373791288,2020-03-31,2020-04-30,6057,2020-04-21,21,0,Accepted,In favor of Yellevate
Spain,"8690-EEBEO",9375684651,2020-11-06,2020-12-06,5027,2020-12-11,35,5,Accepted,In favor of Yellevate
Spain,"6391-GBFQJ",9380641705,2021-10-18,2021-11-17,861,2021-10-31,13,0,Accepted,In favor of Yellevate
Russia,"1604-LIFKX",9385395392,2020-03-08,2020-04-07,5441,2020-05-01,54,24,Accepted,In favor of Yellevate
China,"1080-NDGAE",9390786866,2021-02-24,2021-03-26,7462,2021-04-06,41,11,Disputed,In favor of Yellevate
China,"2676-DZINU",9393038918,2021-09-21,2021-10-21,7386,2021-10-08,17,0,Accepted,In favor of Yellevate
China,"7209-MDWKR",9394972219,2020-04-22,2020-05-22,7262,2020-05-28,36,6,Accepted,In favor of Yellevate
France,"3448-OWJOT",5411405629,2021-09-30,2021-10-30,7399,2021-10-27,27,0,Disputed,In favor of Customer
France,"4092-ZAVRG",9401804366,2020-02-11,2020-03-12,4362,2020-02-18,7,0,Accepted,In favor of Yellevate
Russia,"3568-JJMFW",9414806653,2020-07-18,2020-08-17,8479,2020-08-14,27,0,Disputed,In favor of Yellevate
China,"9174-IYKOC",9418503093,2021-06-02,2021-07-02,6065,2021-06-27,25,0,Accepted,In favor of Yellevate
Russia,"6627-ELFBK",9448816022,2021-02-16,2021-03-18,8293,2021-03-04,16,0,Accepted,In favor of Yellevate
France,"5164-VMYWJ",9455464141,2021-05-05,2021-06-04,6077,2021-06-04,30,0,Accepted,In favor of Yellevate
France,"2621-XCLEH",9465847338,2021-06-18,2021-07-18,3749,2021-07-17,29,0,Accepted,In favor of Yellevate
France,"5164-VMYWJ",9468928435,2020-11-15,2020-12-15,6262,2020-12-04,19,0,Accepted,In favor of Yellevate
France,"8389-TCXFQ",9469584989,2021-10-09,2021-11-08,5921,2021-11-04,26,0,Accepted,In favor of Yellevate
China,"0187-ERLSR",9471530987,2020-05-15,2020-06-14,7719,2020-05-28,13,0,Accepted,In favor of Yellevate
France,"9322-YCTQO",9482778673,2020-01-29,2020-02-28,9602,2020-03-18,49,19,Accepted,In favor of Yellevate
United States,"6831-FIODB",9485505932,2021-08-08,2021-09-07,4018,2021-09-22,45,15,Disputed,In favor of Yellevate
Russia,"3568-JJMFW",9493022226,2021-09-10,2021-10-10,8368,2021-10-04,24,0,Disputed,In favor of Yellevate
United States,"6077-FDQRK",9506308848,2021-03-24,2021-04-23,3337,2021-04-08,15,0,Accepted,In favor of Yellevate
France,"3448-OWJOT",5259704172,2021-10-03,2021-11-02,6474,2021-11-09,37,7,Disputed,In favor of Customer
France,"6833-ETVHD",9506990444,2021-05-01,2021-05-31,6529,2021-05-16,15,0,Accepted,In favor of Yellevate
Russia,"9181-HEKGV",9520565243,2021-07-12,2021-08-11,5248,2021-08-20,39,9,Accepted,In favor of Yellevate
United States,"7856-ODQFO",9532348315,2020-02-13,2020-03-14,4016,2020-03-04,20,0,Accepted,In favor of Yellevate
France,"9725-EZTEJ",4695028902,2021-10-05,2021-11-04,6405,2021-11-02,28,0,Disputed,In favor of Yellevate
China,"7209-MDWKR",9537610455,2020-10-15,2020-11-14,5585,2020-11-18,34,4,Accepted,In favor of Yellevate
China,"8156-PCYBM",9538369066,2020-09-24,2020-10-24,8549,2020-10-20,26,0,Accepted,In favor of Yellevate
France,"9725-EZTEJ",4584232854,2021-10-13,2021-11-12,8438,2021-11-02,20,0,Disputed,In favor of Customer
Russia,"1604-LIFKX",9543491185,2021-02-08,2021-03-10,8576,2021-03-19,39,9,Accepted,In favor of Yellevate
Russia,"5875-VZQCZ",9544605433,2020-11-11,2020-12-11,5787,2020-12-04,23,0,Accepted,In favor of Yellevate
France,"7600-OISKG",2328511433,2021-10-20,2021-11-19,7743,2021-11-12,23,0,Disputed,In favor of Yellevate
United States,"7050-KQLDO",9545237302,2021-05-14,2021-06-13,5983,2021-06-03,20,0,Accepted,In favor of Yellevate
United States,"0706-NRGUP",9546060439,2021-09-04,2021-10-04,1003,2021-10-04,30,0,Accepted,In favor of Yellevate
United States,"4460-ZXNDN",9551992852,2020-05-23,2020-06-22,7428,2020-07-18,56,26,Disputed,In favor of Yellevate
Spain,"9460-VAZGD",9555357249,2020-10-08,2020-11-07,3580,2020-10-29,21,0,Accepted,In favor of Yellevate
United States,"7260-ZHAKS",9565133328,2021-03-19,2021-04-18,8110,2021-04-11,23,0,Accepted,In favor of Yellevate
Russia,"3271-HYHDN",9566049241,2020-08-25,2020-09-24,3609,2020-08-31,6,0,Accepted,In favor of Yellevate
Spain,"7372-CESLR",9566496102,2021-06-04,2021-07-04,4454,2021-06-27,23,0,Accepted,In favor of Yellevate
Spain,"9250-VHLWY",9566884305,2021-07-22,2021-08-21,5121,2021-08-10,19,0,Accepted,In favor of Yellevate
France,"4640-FGEJI",9574377731,2020-09-25,2020-10-25,9351,2020-10-24,29,0,Accepted,In favor of Yellevate
France,"4632-QZOKX",8148770791,2021-10-21,2021-11-20,3628,2021-12-04,44,14,Disputed,In favor of Customer
France,"5284-DJOZO",9583697144,2020-02-23,2020-03-24,6759,2020-02-29,6,0,Accepted,In favor of Yellevate
Spain,"6177-VTITE",9584726059,2020-06-23,2020-07-23,4013,2020-07-14,21,0,Accepted,In favor of Yellevate
Russia,"6004-KITZM",9588957496,2021-09-08,2021-10-08,6986,2021-09-12,4,0,Accepted,In favor of Yellevate
China,"8820-BLYDZ",9590153054,2021-09-21,2021-10-21,7880,2021-09-26,5,0,Accepted,In favor of Yellevate
Russia,"7946-HJDUR",9598751206,2021-05-08,2021-06-07,4183,2021-06-05,28,0,Accepted,In favor of Yellevate
Russia,"8364-UWVLM",9611156539,2020-01-06,2020-02-05,7034,2020-02-06,31,1,Accepted,In favor of Yellevate
Russia,"8102-ABPKQ",9614769756,2021-08-14,2021-09-13,6073,2021-09-20,37,7,Disputed,In favor of Yellevate
China,"5196-TWQXF",9618979999,2021-09-30,2021-10-30,5425,2021-10-21,21,0,Accepted,In favor of Yellevate
China,"1080-NDGAE",9632048192,2020-07-09,2020-08-08,12828,2020-08-23,45,15,Disputed,In favor of Yellevate
France,"6833-ETVHD",9633035865,2020-11-01,2020-12-01,7881,2020-11-25,24,0,Accepted,In favor of Yellevate
China,"6632-CGYHU",9641285578,2020-05-23,2020-06-22,9198,2020-06-05,13,0,Accepted,In favor of Yellevate
Spain,"8690-EEBEO",9647514843,2020-05-25,2020-06-24,7104,2020-07-15,51,21,Accepted,In favor of Yellevate
France,"1447-YZKCL",9647532335,2020-12-08,2021-01-07,10590,2021-01-07,30,0,Accepted,In favor of Yellevate
Russia,"5613-UHVMG",9652079777,2020-04-17,2020-05-17,5493,2020-06-14,58,28,Disputed,In favor of Yellevate
China,"2423-QOKIO",9654364049,2020-09-01,2020-10-01,5558,2020-09-26,25,0,Accepted,In favor of Yellevate
Russia,"8887-NCUZC",9661947571,2021-10-21,2021-11-20,4409,2021-11-21,31,1,Accepted,In favor of Yellevate
Russia,"6627-ELFBK",9671446662,2021-07-06,2021-08-05,7245,2021-08-03,28,0,Disputed,In favor of Yellevate
China,"6708-DPYTF",9671863604,2021-02-24,2021-03-26,6464,2021-04-06,41,11,Accepted,In favor of Yellevate
France,"6833-ETVHD",9676303588,2020-01-23,2020-02-22,7833,2020-02-26,34,4,Accepted,In favor of Yellevate
Russia,"6004-KITZM",9677444633,2020-05-26,2020-06-25,4496,2020-06-14,19,0,Accepted,In favor of Yellevate
China,"0709-LZRJV",9685029181,2021-08-09,2021-09-08,6655,2021-09-11,33,3,Accepted,In favor of Yellevate
Spain,"3271-YDPUJ",9685874517,2021-06-21,2021-07-21,5251,2021-07-09,18,0,Accepted,In favor of Yellevate
China,"9174-IYKOC",9687805368,2020-02-24,2020-03-25,5204,2020-03-20,25,0,Accepted,In favor of Yellevate
Russia,"5924-UOPGH",9699349431,2020-05-24,2020-06-23,7108,2020-06-18,25,0,Accepted,In favor of Yellevate
France,"9725-EZTEJ",195093797,2021-11-02,2021-12-02,7873,2021-12-04,32,2,Disputed,In favor of Customer
Russia,"1604-LIFKX",9711993534,2020-06-29,2020-07-29,4262,2020-08-18,50,20,Accepted,In favor of Yellevate
Spain,"6177-VTITE",9712383291,2020-11-03,2020-12-03,2226,2020-11-15,12,0,Accepted,In favor of Yellevate
United States,"2687-XWAMA",9727346662,2021-09-18,2021-10-18,6096,2021-09-23,5,0,Accepted,In favor of Yellevate
France,"9117-LYRCE",9729507797,2020-10-25,2020-11-24,6131,2020-11-25,31,1,Accepted,In favor of Yellevate
Russia,"2824-HJQPP",9733725302,2020-03-27,2020-04-26,5873,2020-04-17,21,0,Accepted,In favor of Yellevate
China,"0187-ERLSR",9744145268,2020-05-21,2020-06-20,5165,2020-06-04,14,0,Accepted,In favor of Yellevate
China,"1080-NDGAE",9745775106,2020-11-17,2020-12-17,6409,2020-12-05,18,0,Accepted,In favor of Yellevate
United States,"0625-TNJFG",9759992761,2020-09-08,2020-10-08,5387,2020-10-02,24,0,Accepted,In favor of Yellevate
United States,"9323-NDIOV",9766114576,2021-11-26,2021-12-26,4071,2021-12-24,28,0,Accepted,In favor of Yellevate
China,"2676-DZINU",9769339571,2021-06-24,2021-07-24,6867,2021-07-03,9,0,Accepted,In favor of Yellevate
Spain,"7654-DOLHO",9769799106,2020-02-01,2020-03-02,2047,2020-03-10,38,8,Accepted,In favor of Yellevate
Russia,"5148-SYKLB",9773021858,2021-03-05,2021-04-04,7949,2021-04-27,53,23,Disputed,In favor of Yellevate
